,0,1
0,100.0,0.0
1,200.0,0.011656206369477545
2,300.0,0.014306658405139793
3,400.0,0.016856612807766756
4,500.0,0.017662780806321526
5,600.0,0.018439561047558034
6,700.0,0.01924391832839658
7,800.0,0.01985698328666368
8,900.0,0.022361942483060646
9,1000.0,0.02306945354457157
10,1100.0,0.031798841201525395
11,1200.0,0.03199573082949818
12,1300.0,0.03375977524845516
13,1400.0,0.033878591868297864
14,1500.0,0.03412604950476865
15,1600.0,0.03470600927140851
16,1700.0,0.03494700358770683
17,1800.0,0.03527810129184436
18,1900.0,0.03593264864129223
19,2000.0,0.036660015603654963
20,2100.0,0.037210405382410154
21,2200.0,0.037764281398917666
22,2300.0,0.03782014864271143
23,2400.0,0.03977634641710693
24,2500.0,0.04059488456796586
25,2600.0,0.037025998883807
26,2700.0,0.038780610094111725
27,2800.0,0.04098734682876917
28,2900.0,0.04283935987699809
29,3000.0,0.04442741310250263
30,3100.0,0.044949661633813566
31,3200.0,0.044998008429402214
32,3300.0,0.044998281134449224
33,3400.0,0.04473152516609359
34,3500.0,0.040877810117517316
35,3600.0,0.041383858453649634
36,3700.0,0.042005603071658223
37,3800.0,0.04246975475491614
38,3900.0,0.04256840856509394
39,4000.0,0.042826196172328315
40,4100.0,0.043139646098266246
41,4200.0,0.04321070152600186
42,4300.0,0.043493893688552165
43,4400.0,0.04488514520099497
44,4500.0,0.04537789191497121
45,4600.0,0.04557213345254865
46,4700.0,0.045684664804714954
47,4800.0,0.045876320160671356
48,4900.0,0.04598692181457216
49,5000.0,0.0460200054401808
