,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
54,0.030421004405367706,0.027530539519502677,0.044197964494195184,0.005851888384982098,0.008706997323622144,0.018434732635323667,0.017677348705020676,0.003893021355283029,0.0024208679921784693,0.007853150642094462,0.02680875200306912,0.010462544343793394,0.0046843277793107325,0.0065947810939502955,0.013684543733216696,0.02021582457582971,0.007379724972922276,0.006882087079436804,0.05232330458857538,0.046098421024431145,0.0021304460046501603,0.003120817903994085,0.0458086589184582,0.05530009991835666,0.00790038945625208,0.008000695221514347,0.00528414355234943,0.016640095126213082,0.011394488661812386,0.005928287299383872,0.004786532992126232,0.024747643046011847,0.020502497444991143,0.03779199702127864,0.029924421785768037,0.005776703636099046,0.033472937480710466,0.041415737890145236,0.04688217581980321,0.01997911520658536,0.021085803010152518,0.005624803643146041,0.01244456414465728,0.011978745759674257,0.0012665824080567508,0.02042264912527633,0.008373699369263202,0.006955262444119561,0.027532457755865054,0.02257543131444273,0.001626247046761349,0.017457400587313533,0.00920643726294442,0.016123824256465087,0.029369256431211774,0.011536771575114228,0.017572438475761606,0.014494547421020403,0.02850882916564359,0.0187967094989434,0.025514951813610458,0.01799496003161117,0.005470533502454709,0.021262240116925832,0.012552155110247563,0.007807034228105031,0.010353779336152152,0.02826499336307762,0.014908288720932188,0.01388712544905472,0.010064154861828514,0.010635880865656564,0.009113204616341441,0.06461184051175042,0.047819454380865975,0.03956237011370429,0.02067521500933593,0.039223337319725673,0.021598818046909638,0.020586902524293984,0.01908430056785685,0.031861108122476334,0.010896002626074564,0.011430628473353951,0.004355809736660648,0.01563261397255223,0.07318276026735075,0.0021596591335410684,0.053408353512267366,0.05009692694793246,0.030659063125437924,0.0683329518506982,0.01203872380000628,0.02680793413615701,0.031228016882630806,0.019754680045768795,0.011636005647474324,0.0084731123888306,0.06040531985108275,0.04238875911816041
55,0.030421004405367706,0.027530539519502677,0.044197964494195184,0.005851888384982098,0.0039071838475281395,0.018434732635323667,0.01630716334236613,0.003893021355283029,0.0024208679921784693,0.007853150642094462,0.0274789824186974,0.008850804749865111,0.005876597041565557,0.006771936133009571,0.013684543733216696,0.02021582457582971,0.007379724972922276,0.006843156114081554,0.053887286549432124,0.059105791034953885,0.0021304460046501603,0.0031381296327405253,0.0458086589184582,0.05530009991835666,0.001889279520077159,0.008000695221514347,0.00528414355234943,0.01644063868517091,0.025270564848468204,0.00598896391064556,0.004786532992126232,0.024747643046011847,0.020502497444991143,0.037688009499642114,0.023764025911644487,0.005788223370381452,0.03343881471440037,0.041415737890145236,0.04688217581980321,0.016451343576487282,0.021085803010152518,0.005616675603296255,0.008865539107307708,0.011978745759674257,0.0012663962779208822,0.02042264912527633,0.008373699369263202,0.006955262444119561,0.027532457755865054,0.006447843263701458,0.001626247046761349,0.017210844029492432,0.009325158975794782,0.016123824256465087,0.029369256431211774,0.01391214016518605,0.017572438475761606,0.014494547421020403,0.02850788794197985,0.018777537252965902,0.025514951813610458,0.0181987142677828,0.005468390171086746,0.009841782173321646,0.012552155110247563,0.007807034228105031,0.010350049951675395,0.02826499336307762,0.014908288720932188,0.01388712544905472,0.010064154861828514,0.02633364134985865,0.009113204616341441,0.06660812463799562,0.047819454380865975,0.03956237011370429,0.02060210976909256,0.039223337319725673,0.02158899830285097,0.02073849058738253,0.01908430056785685,0.031861108122476334,0.010896002626074564,0.09517279120270522,0.004355809736660648,0.01563261397255223,0.07318276026735075,0.0021596591335410684,0.053408353512267366,0.0498153272562697,0.05099484379254599,0.06829212791497534,0.01203872380000628,0.02680793413615701,0.031228016882630806,0.012574598999079955,0.011636104794392792,0.0084731123888306,0.060316818846474114,0.04238875911816041
62,0.08912115116813657,0.036958908372483175,0.044200399493575564,0.05792663225073218,0.000840447983886904,0.08416656503655494,0.01899465693298723,0.031693231128629484,0.09590385251640199,0.008425213198023513,0.015322357176748753,0.025191541112228197,0.006230171728393793,0.006669496436197117,0.0021563142469198235,0.05873960684256985,0.007430170810285625,0.00684266084278503,0.053881075141214964,0.0448941138443187,0.03452148818779334,0.008596756631264022,0.05015854711485553,0.05512475650643807,0.017276717820465012,0.009127289017412695,0.0033490039601187407,0.016507153582687274,0.024759888798369205,0.04276952300396878,0.02072920484026939,0.03583994039817347,0.017871385103481546,0.042717679086272255,0.029837302717192638,0.0011676180607231475,0.03343381487628369,0.0413417497614964,0.058103804777125165,0.015162533490581857,0.02850493800101887,0.0040942117502574425,0.012015680026024638,0.007104986862715591,0.0012901606817661533,0.02092323041946766,0.00929452404791057,0.03201057257774518,0.037861037731120636,0.04766271995254343,0.09630978554583697,0.01693860959848405,0.009473222564535658,0.01890785319926849,0.02905015552875644,0.02183393880191724,0.019787662780287832,0.01671418035999176,0.028626985077281283,0.01991089558420069,0.03761668695580818,0.012449771931559323,0.005468813740981662,0.02272614660224297,0.015100517917960712,0.007744229927836058,0.0399367936892864,0.030683821384761868,0.020847937449108383,0.015474655566328975,0.04449261940124623,0.03232525657043128,0.03879671127976001,0.06698283006000227,0.012710310586077307,0.06092566116848513,0.02069974529987264,0.03917157554068966,0.002980648333805359,0.022668910640135254,0.02111817196169697,0.03928463211651763,0.09251190419891774,0.061473483138871673,0.0183344441349015,0.046436601564883634,0.07360469020391519,0.001778011856846016,0.054414118004906885,0.05674037496014332,0.0560944577010315,0.0682940582271306,0.012065863597347768,0.02953007095900566,0.03099958738413164,0.01970931978708523,0.011517436433350828,0.008916967774470801,0.008859595143890765,0.043927437542373736
65,0.09334268962356757,0.029611219934419206,0.04422323680294892,0.009357345698739463,0.005294652777345397,0.012901965598470715,0.007858478277208678,0.003838551520655654,0.004057658613543264,0.007838800008744734,0.0016042012195565266,0.011929518286396148,0.0020611060752625896,0.005913022832809364,0.01365818511889282,0.019284923914285518,0.007507450281565002,0.006481716186075581,0.004535308830905888,0.003411379825225633,0.002670500331605926,0.0015276011996855324,0.00014658682621086118,0.010812785217311528,0.005379667961083453,0.007283589663734437,0.0022605477749851124,0.00969085331440034,0.010137065585032056,0.005427756689153386,0.023257437331477955,0.002659453681006091,0.021068243362471543,0.01301723557497695,0.03002072407661512,0.005643693887068948,0.011519057575557951,0.02552244050689042,0.043207309901339364,0.006208382619108114,0.021158566130801373,0.005616898139517362,0.01119866901551235,0.008922236135426238,0.0007842891976461777,0.02054484403576675,0.009338231235136057,0.007754646989092219,0.027511917972881647,0.017663812263834663,0.004264293484006837,0.013542097710485522,0.009819557009561141,0.013149399042708038,0.03019306022454037,0.022159036211698485,0.020602338824955817,0.01286944889901527,0.028188258347920638,0.02449784173727402,0.02490228212709784,0.00022762344991703734,0.0055293264567696475,0.005630958238495679,0.010964297798040291,0.007714658206777303,0.008703450361890849,0.028945041428861805,0.0031250677310373947,0.004489597062906862,0.03179750891839009,0.01840471982432819,0.013474700942252772,0.008574811459270002,0.006132068660352022,0.0012707477682118936,0.017724492178911446,0.03257877068331083,0.0011566806504483564,0.022404344037646344,0.02165380515209066,0.004505502120110135,0.00047974419300585657,0.00868630876753216,0.002237639794613439,0.015524424210086681,0.051531765565159295,0.0039658408541098115,0.025896942163170428,0.01668810248994599,0.03422224994148842,0.039235754256680085,0.012663880174199692,0.026011511764600863,0.01693960499459545,0.001243659734856439,0.011738897992855808,0.008884867712564684,0.0070705816975692734,0.015402910737350662
73,0.09543430309986467,0.037506138068594735,0.04476609874292651,0.0573140210626645,0.0010739123025438372,0.014081414987661862,0.01630967940242699,0.03168695913672216,0.09651024694406764,0.009054684547354959,0.037324224507913485,0.0253027825800341,0.0062283499223013935,0.005875159566633178,0.013997420786896569,0.05876356918145231,0.01456072792409016,0.006840881655142384,0.05968481520207461,0.0448299224978458,0.034168296445358015,0.009220660637325635,0.04925689844462173,0.05404507689216263,0.06215628884872448,0.009064853929490416,0.0033483979591873284,0.009671818927899777,0.024764148453988968,0.010171836100977744,0.008924969742966856,0.002937259228117166,0.021045670239769044,0.042727027742313885,0.029654878514423617,0.006990453775509478,0.013374549880230669,0.04143616446984202,0.06320887345577006,0.016449925341868298,0.020662833379430468,0.005616682647139996,0.011194576784258264,0.011831005840835258,0.0007880207916888662,0.020538727709999226,0.009222143331940371,0.039352852631427473,0.037861037731120636,0.04825926020548047,0.0932310572158068,0.017081751881384742,0.0142346754816545,0.01890785319926849,0.03019804786853265,0.014486731647480341,0.01981202305403048,0.016788305196242817,0.02850788794197985,0.01832691448173198,0.025981810741323955,0.023794426500453433,0.005436553101779086,0.02185825130919859,0.01512792425377104,0.02155309918439817,0.01026702620125689,0.028903215437437364,0.02063806809015338,0.00447156227629254,0.007719479412816661,0.010969629874896629,0.013993745109291295,0.06178885672780991,0.05215210476477885,0.06097477029592392,0.016807405575922463,0.03896664370623439,0.02736244415082036,0.02280803177238466,0.021734394922223604,0.035851908707570684,0.010651372868573122,0.011648122049375957,0.019250956970572115,0.0464182749783495,0.07368484106668541,0.004320313955926105,0.025090541294042257,0.017005226499233313,0.051178794031497735,0.06829455213739963,0.011909085044096587,0.02765872068270626,0.0308080938221222,0.018193184966236862,0.011643825168512277,0.008951046127010887,0.008811093892070628,0.045822342104717716
76,0.08931075001241816,0.036977683717336784,0.044224052263086636,0.05792663225073218,0.000840447983886904,0.08416656503655494,0.01899465693298723,0.031693231128629484,0.0964279123825784,0.008425213198023513,0.015322357176748753,0.025191541112228197,0.006230171728393793,0.007018357411731947,0.0021563142469198235,0.05873960684256985,0.0075056126881153816,0.00684266084278503,0.053881075141214964,0.04526813585713735,0.034342054725411124,0.008596756631264022,0.0522540935579848,0.055145730813090515,0.005619068486912831,0.009126291113597857,0.005412478919625846,0.016052427710382226,0.02476437121215681,0.04276952300396878,0.02067095316908631,0.03562372774939327,0.018162913666911355,0.04271258884881022,0.03003000276966747,0.0011676180607231475,0.03343381487628369,0.04133905947504745,0.06347249657816016,0.01510075099603171,0.032845704406890525,0.0040942117502574425,0.012015680026024638,0.007104986862715591,8.831651394294502e-05,0.02093795998715347,0.008081357620108738,0.030641334137593224,0.037861037731120636,0.04766271995254343,0.09631231214555627,0.01693745755857428,0.010154371490167744,0.01890785319926849,0.03020234197472238,0.022158063766471836,0.008713554483970556,0.01671418035999176,0.028626985077281283,0.019960776768548558,0.03761668695580818,0.024236814679899545,0.005502260683409201,0.022184837217651496,0.015100517917960712,0.0077277381098814655,0.039688156554757,0.031051844550803943,0.020847937449108383,0.015474655566328975,0.04449261940124623,0.03232525657043128,0.03879671127976001,0.009995327356783802,0.04842549645507384,0.06092566116848513,0.02509804953960529,0.03905595689453889,0.02851057270287619,0.02266174200669012,0.021116066886728516,0.03928463211651763,0.09251190419891774,0.06146019166606952,0.0183344441349015,0.04643406667362563,0.05173997654616363,0.0038578996743273493,0.054414118004906885,0.05684182074343992,0.0560944577010315,0.06829231928493082,0.011880307969133743,0.02953007095900566,0.03075849311300361,0.01970931978708523,0.011517436433350828,0.008916967774470801,0.06112660069523869,0.07845026982231405
77,0.08784739988500884,0.037447994132745584,0.06646847898674779,0.008427456993019118,0.0010739123025438372,0.08418950878274238,0.016309582962576813,0.03168695913672216,0.03971635992870885,0.007860797781441725,0.01522178548799121,0.009814974538590312,0.0061938140548878536,0.006631749994844729,0.014002059810000278,0.05874167265383909,0.006767572908229096,0.006842660843163624,0.05968481520207461,0.04484406994466112,0.034168296445358015,0.009220660637325635,0.04925689844462173,0.055155312587092886,0.06511032535254954,0.0011048767556697623,0.00319482757643532,0.016045368851041852,0.024751974629466857,0.010214962577667623,0.02167077430234304,0.0036478899918003936,0.02159629018999065,0.04149273438493353,0.02988352458498082,0.04676923498952275,0.033202285933633634,0.04143616446984202,0.06320887345577006,0.016449925341868298,0.02093667655062661,0.005613656827452664,0.01107718701449756,0.011910696421122505,0.0013050698149175207,0.02060867028791723,0.00832180554110188,0.028096871184827562,0.02826805290144005,0.04620308105881399,0.09408485854846263,0.01703123159917342,0.01014649031545874,0.01597048259858259,0.03019804786853265,0.013915019196421836,0.019803822370322542,0.016788192275159812,0.02850788794197985,0.01832691448173198,0.03714713988204114,0.020897992438913143,0.005436553101779086,0.023576173791841896,0.01525025945740459,0.007677690501717677,0.01026702620125689,0.029672971423762608,0.014828012295720791,0.014080145199937152,0.006655743751684847,0.010969629874896629,0.011628225361271734,0.06659452153412172,0.053362865082239926,0.060846219120612964,0.016807405575922463,0.03896664370623439,0.026748195250806843,0.022812790268650244,0.01860042935029975,0.003921056352305441,0.010899299787087377,0.012250228039092002,0.018340066732143653,0.046478635556422,0.07367086675170835,0.021797270927800916,0.0524201992921779,0.05677389028300709,0.051164822069718174,0.05325086882483388,0.011909085044096587,0.02765872068270626,0.03248174403739189,0.018852555687223944,0.011637160393346696,0.008469983521681095,0.05201364371184738,0.04282428737307637
78,0.03935802789767776,0.037447994132745584,0.04509144741928384,0.02801560943740729,0.0010739123025438372,0.08418950878274238,0.01630967940242699,0.03168563221967989,0.03971635992870885,0.014150549201566671,0.01522178548799121,0.02411192250734586,0.0062283499223013935,0.006631749994844729,0.013997350020203251,0.05874167265383909,0.0073287217754325765,0.00684266084316038,0.05968481520207461,0.04484406994466112,0.034168296445358015,0.009220660637325635,0.04925689844462173,0.05514459955880401,0.06548781851988664,0.005828732560562753,0.00319482757643532,0.016446079578542074,0.02420656067899749,0.009385064837169005,0.0207821733884533,0.00609217239436372,0.021634729629523487,0.04157249050012174,0.02988352458498082,0.04676923498952275,0.033202285933633634,0.04143616446984202,0.06173093032552841,0.015708600276767026,0.02093667655062661,0.005616680293870953,0.01107718701449756,0.011910696421122505,0.0013043300281698187,0.02060867028791723,0.009287769903319913,0.03731950660563495,0.037861037731120636,0.01839103331375353,0.0942419727454803,0.01703123159917342,0.010129806296435144,0.01890785319926849,0.029145147893949737,0.013914596801456222,0.019803822370322542,0.016788305196242817,0.02850788794197985,0.01832691448173198,0.03722879762080066,0.022639750877558384,0.005436553101779086,0.022114073622710763,0.01525025945740459,0.02118758938012751,0.01026702620125689,0.029761168549255382,0.02063806809015338,0.004792858851906725,0.006655743751684847,0.010969629874896629,0.03742890726060173,0.06659452153412172,0.05323862741988573,0.05131835946686567,0.016827110973727275,0.030948810472164294,0.02660675537511523,0.02275537890919306,0.01860042935029975,0.035851908707570684,0.010899249393519257,0.012250228039092002,0.018340066732143653,0.018172416213875844,0.07368484106668541,0.01208634766168251,0.0524201992921779,0.05674257490407166,0.051164822069718174,0.06987682749871267,0.011909085044096587,0.02765872068270626,0.021079837074841658,0.019060482340526458,0.01016313443760565,0.008627333287907376,0.05201364371184738,0.04445917478080215
80,0.09334268962356757,0.029611219934419206,0.044178676049840264,0.009579161258261946,0.005294652777345397,0.012901965598470715,0.007858478277208678,0.03245769954836848,0.04695853560864399,0.007869470680056886,0.015034071550616953,0.013214934569254436,0.001839287545633636,0.005913022832809364,0.01365818511889282,0.019284923914285518,0.007068255948261119,0.006481716186075581,0.004535308830905888,0.003411379825225633,0.002670500331605926,0.00036693943842644813,0.00014658682621086118,0.010812785217311528,0.005379667961083453,0.007283589663734437,0.002830064733433725,0.00969085331440034,0.008791623189859522,0.005427756689153386,0.023257437331477955,0.002659453681006091,0.032030226789757935,0.013405345535040384,0.03002072407661512,0.005643693887068948,0.032941927762652104,0.026283601929919763,0.043620224057648926,0.006536727542018091,0.021158566130801373,0.005616898139517362,0.011199444425099936,0.008922236135426238,0.0012435164175664075,0.02054484403576675,0.009338231235136057,0.027201913952573625,0.02752725142028443,0.017663812263834663,0.007321487452286578,0.013296322490306687,0.009819557009561141,0.013149399042708038,0.030193057061208776,0.022221958837251584,0.020602338824955817,0.01286944889901527,0.028188258347920638,0.02461529200444255,0.02484629225917111,0.02003067123104399,0.0055293264567696475,0.023577179524495014,0.011407189515639949,0.007714658206777303,0.010631342965698136,0.028945041428861805,0.018832177917651224,0.004489597062906862,0.03176154028454773,0.01840471982432819,0.013474700942252772,0.0676344199387732,0.006132068660352022,0.0012707477682118936,0.01751666249870357,0.03257877068331083,0.0011566806504483564,0.022404344037646344,0.02165380515209066,0.004505502120110135,0.011974033184440371,0.0045264155773374224,0.002237639794613439,0.015512422582634987,0.05084457999181012,0.0039658408541098115,0.025896942163170428,0.01668810248994599,0.03543235639891885,0.06798832615454475,0.01297921036133198,0.02607317174712977,0.01693960499459545,0.001243659734856439,0.011738897992855808,0.00888443824044001,0.0070705816975692734,0.015763340527708673
89,0.08899957976798667,0.027104609032067645,0.04419715181431952,0.0093241843386886,0.00012230573562872914,0.015827282305945448,0.017714774369026298,0.006388488857921117,0.024600894622094586,0.00787204813369895,0.01490329819689448,0.009519892423863946,0.008441008048685656,0.00960351760443606,0.0002803108803070395,0.05873960684256985,0.0073395714663513295,0.007145973883999811,0.0009064027294951066,0.04054976897909606,0.034517887092289354,0.042518776673792696,0.045822833342478914,0.05516732771372225,0.0043624206755615,0.0008966053762036047,0.0032781103838316447,0.00622496761275801,0.024825357660280864,0.005975920269036947,0.007907865363193073,0.03458992514942493,0.02086053354385783,0.0328655485377369,0.02961916606322002,0.0006364673617796669,0.033344338482048284,0.042564455847589375,0.04495035454675482,0.015160351229449785,0.024016613726516464,0.005539907153878325,0.01043554625220006,0.0067455051710723895,0.0013046390186022645,0.02092323041946766,0.009132845022268255,0.028068778791605915,0.027555310068095168,0.022216356403584048,0.08700333431589713,0.017099641926372613,0.01012834488071424,0.01608437378843821,0.03019578148756968,0.013881343968593193,0.017360475071595917,0.01678190397206629,0.028513852608058776,0.028884229905472486,0.026253304130832208,0.02088984669275569,0.003830203233635678,0.022157209601203383,0.021813215542832068,0.007723859429144069,0.010619794993219104,0.02790874859707887,0.013257487798543922,0.014030446096406215,0.044299602835042334,0.034229588880380864,0.03827127827733702,0.06150102403593191,0.05030513443090803,0.06090434515922397,0.02070464852802245,0.03894360997453945,0.004462956344300266,0.022358471323401262,0.021456692329701044,0.0025028020679465856,0.0018937575975719817,0.00823429651776646,0.018126726434632718,0.04648778831817372,0.07356306185376421,0.0035836326455713314,0.03094793162238729,0.05674256114215124,0.05082775244027864,0.06829200759208619,0.01182421487769455,0.029675751222381537,0.020868277959296612,0.019697038032110804,0.01151084572718518,0.00894897811079259,0.05978087446095338,0.047357773920675854
