,0,1
0,100.0,0.0
1,200.0,0.01097417850091309
2,300.0,0.012564584675589031
3,400.0,0.014004107102593642
4,500.0,0.015518360962054643
5,600.0,0.016499634248209636
6,700.0,0.020400138023849764
7,800.0,0.021555478826929875
8,900.0,0.024277771426336928
9,1000.0,0.028757454550242305
10,1100.0,0.03234081451535522
11,1200.0,0.035524460223665406
12,1300.0,0.03587178457858586
13,1400.0,0.03266678736190053
14,1500.0,0.03276878483848349
15,1600.0,0.03714801550464385
16,1700.0,0.0375535962739186
17,1800.0,0.03797304830619325
18,1900.0,0.038150828641227666
19,2000.0,0.038868207603695026
20,2100.0,0.03922733688395387
21,2200.0,0.04294000099059787
22,2300.0,0.042876845039572245
23,2400.0,0.04349959716140909
24,2500.0,0.039452599690674814
25,2600.0,0.03950590555681425
26,2700.0,0.03972060967628742
27,2800.0,0.039721324397938046
28,2900.0,0.04011209287961504
29,3000.0,0.04034351411626001
30,3100.0,0.040748044546788854
31,3200.0,0.040889752703663046
32,3300.0,0.04093059217516762
33,3400.0,0.041019789796861536
34,3500.0,0.041116246861155746
35,3600.0,0.041323747406244
36,3700.0,0.0419672958168917
37,3800.0,0.042180648313651405
38,3900.0,0.04302481869565005
39,4000.0,0.043228424233150646
40,4100.0,0.04460598521969075
41,4200.0,0.04460615160235092
42,4300.0,0.04470031766313264
43,4400.0,0.044700056448078326
44,4500.0,0.045045486108380044
45,4600.0,0.04563507462264166
46,4700.0,0.04843168852423194
47,4800.0,0.04838968411341899
48,4900.0,0.04608394289885868
49,5000.0,0.04608160242143856
50,5100.0,0.04507089410079121
51,5200.0,0.04615879161644081
52,5300.0,0.03813314562194623
53,5400.0,0.03812090006077209
54,5500.0,0.04609621638447714
55,5600.0,0.04746637346972238
56,5700.0,0.047497953204813724
57,5800.0,0.04752154575369033
58,5900.0,0.04745509902247102
59,6000.0,0.03728507869146341
60,6100.0,0.04564161947947975
61,6200.0,0.047927241290189306
62,6300.0,0.04856369224890936
63,6400.0,0.04994558111061662
64,6500.0,0.04990842638155682
65,6600.0,0.049969396377402726
66,6700.0,0.05023631077979402
67,6800.0,0.049410270787587966
68,6900.0,0.04944973564268686
69,7000.0,0.050352168242503687
70,7100.0,0.05074543730198675
71,7200.0,0.04896418080166604
72,7300.0,0.04904072339079913
73,7400.0,0.049045423696502354
74,7500.0,0.049050850675757415
75,7600.0,0.049074496293595636
76,7700.0,0.04911813950363951
77,7800.0,0.04911813950363951
78,7900.0,0.04911899919977598
79,8000.0,0.04912193235161122
80,8100.0,0.04907743633256736
81,8200.0,0.049098988804443335
82,8300.0,0.04912758731387501
83,8400.0,0.04911714291706804
84,8500.0,0.04912318488897099
85,8600.0,0.04912318488897099
86,8700.0,0.049109692292536894
87,8800.0,0.0492238320551965
88,8900.0,0.04922574289110616
89,9000.0,0.04923169192545589
90,9100.0,0.04923169192545589
91,9200.0,0.04923169192545589
92,9300.0,0.04925699594935836
93,9400.0,0.04935571633294941
94,9500.0,0.04949906903087528
95,9600.0,0.04949906903087528
96,9700.0,0.04949906903087528
97,9800.0,0.04950094344395428
98,9900.0,0.049533327966742924
99,10000.0,0.0495579335418373
