,0,1
0,100.0,0.0
1,200.0,0.015033076951814415
2,300.0,0.015487679003851127
3,400.0,0.016523027297886267
4,500.0,0.017647860664240896
5,600.0,0.018921517285997117
6,700.0,0.021243872028994002
7,800.0,0.02174849635108559
8,900.0,0.02815203951255728
9,1000.0,0.03263420635850038
10,1100.0,0.034956393220065815
11,1200.0,0.03337069521097261
12,1300.0,0.03706489853301186
13,1400.0,0.0367524782045186
14,1500.0,0.03797970482715889
15,1600.0,0.03896976182860175
16,1700.0,0.04501731929938605
17,1800.0,0.04507299987092996
18,1900.0,0.045527444421443804
19,2000.0,0.045622116797504345
20,2100.0,0.046032687734314445
21,2200.0,0.04644783153365704
22,2300.0,0.04657838927559335
23,2400.0,0.046989090044121065
24,2500.0,0.04729122310069864
25,2600.0,0.047389593107458425
26,2700.0,0.04741219634181763
27,2800.0,0.0475037798410034
28,2900.0,0.04388600437287267
29,3000.0,0.045024010405538044
30,3100.0,0.045215902304844464
31,3200.0,0.04532030363891027
32,3300.0,0.046936233961189906
33,3400.0,0.0470863463377499
34,3500.0,0.048518255212616435
35,3600.0,0.048518255212616435
36,3700.0,0.04706651009979929
37,3800.0,0.05011043852939816
38,3900.0,0.05013520093252799
39,4000.0,0.05013520093252799
40,4100.0,0.05042199948380353
41,4200.0,0.050449215763486564
42,4300.0,0.05068378377836544
43,4400.0,0.050692494063635116
44,4500.0,0.05050644588528496
45,4600.0,0.050516216796428474
46,4700.0,0.05054785991046044
47,4800.0,0.0505596189583449
48,4900.0,0.050651417168165326
49,5000.0,0.05072179696430356
50,5100.0,0.05072179696430356
51,5200.0,0.05081284981731976
52,5300.0,0.05100025423327612
53,5400.0,0.05119799552993231
54,5500.0,0.05119987435508185
55,5600.0,0.05252109857906671
56,5700.0,0.0526016727621806
57,5800.0,0.05266500897464296
58,5900.0,0.05283682058921307
59,6000.0,0.052523124364767304
60,6100.0,0.052636481157132105
61,6200.0,0.052800803611005594
62,6300.0,0.052800803611005594
63,6400.0,0.05288405596417398
64,6500.0,0.053387973602992675
65,6600.0,0.05342658054121027
66,6700.0,0.05322508675355589
67,6800.0,0.05322876461336058
68,6900.0,0.0533717438616603
69,7000.0,0.052829420493076505
70,7100.0,0.052876432192410755
71,7200.0,0.051940328704571694
72,7300.0,0.051940328704571694
73,7400.0,0.0537504734432868
74,7500.0,0.05375867099921187
75,7600.0,0.053762786586208
76,7700.0,0.05377232984926785
77,7800.0,0.05385518658672058
78,7900.0,0.05386065159540098
79,8000.0,0.053775215286880555
80,8100.0,0.05376571417542653
81,8200.0,0.053786958628193125
82,8300.0,0.05413142682971174
83,8400.0,0.054462869043709346
84,8500.0,0.05449385919867572
85,8600.0,0.05449185352940001
86,8700.0,0.05470539138747569
87,8800.0,0.05470539138747569
88,8900.0,0.054741205427275966
89,9000.0,0.052328189948663936
90,9100.0,0.05267286943184294
91,9200.0,0.05294307946468356
92,9300.0,0.05294307946468356
93,9400.0,0.05301879751864212
94,9500.0,0.05315113395794442
95,9600.0,0.05326216871746939
96,9700.0,0.053563403773650264
97,9800.0,0.0535305606714158
98,9900.0,0.0535305606714158
99,10000.0,0.05290606456458924
100,10826.0,0.053083651970942905
101,11298.0,0.052703582294220085
102,11770.0,0.05298523944612599
103,12242.0,0.05312698343964789
104,12714.0,0.05320228366164213
105,13186.0,0.05369700026982767
106,13658.0,0.05390119558614811
107,14130.0,0.05406803646736396
108,14602.0,0.0542247688105207
109,15074.0,0.05444397675697572
